0.06418374	0.0741452	0.011234488	-0.095096506	-0.06847596	-0.0010397739	0.07934185	0.07783362	-0.0010126021	-0.026762445	0.18552281	0.095586866	-0.2808166	-0.15604144	0.0072942926	0.017824817
0.077511795	0.12593615	-0.108757906	0.013989004	0.046228375	-0.09593095	0.0983629	0.09609538	-0.0475822	-0.11146124	0.100237526	-0.0238151	-0.22638531	-0.15460198	0.08528046	0.031224113
-0.11478398	0.27083033	-0.23117916	0.1335202	0.18678465	-0.24870282	-0.13760132	-0.083328255	-0.23258062	-0.21330334	-0.10118147	-0.16669834	-0.033771373	0.12462193	0.15696816	-0.13434239
0.09940117	0.15811881	-0.11667493	0.02502793	0.003672574	-0.092984356	0.04010209	0.06288525	-0.06411895	-0.02166975	0.15764238	-0.0059869434	-0.2629962	-0.09827427	0.03129907	-0.0076028593
-0.011396976	0.22808073	-0.16269144	0.00975181	0.021881782	-0.13568968	-0.018694779	0.06508564	-0.12754299	-0.10021773	0.05525	-0.0073136995	-0.24072872	-0.058539696	0.1006032	-0.074566215
0.14787844	0.058717865	0.018241735	-0.08955851	-0.07748171	0.038999643	0.12756722	0.11156144	0.056281652	-0.016221495	0.14080687	0.121812835	-0.26240525	-0.10100267	0.03948049	0.12705864
-0.0977845	0.17753825	-0.14042763	0.07698787	0.11861346	-0.15498617	-0.017339282	0.0005216819	-0.14755887	-0.16928674	0.056428466	-0.04933453	-0.18630137	-0.026980018	0.14938366	-0.051693644
-0.054141555	0.19512631	-0.09779522	0.032782193	0.08353137	-0.10481071	-0.0018870916	-0.005522618	-0.12639156	-0.15026334	0.042487845	-0.071342416	-0.2046161	-0.005969997	0.1181476	-0.12570086
-0.086782485	0.2653595	-0.17574912	0.18158787	0.2457598	-0.19425258	-0.08864348	-0.1399771	-0.22280586	-0.1523386	-0.08461367	-0.15641971	-0.06084931	0.06807118	0.20381269	-0.16709696
0.012312646	0.10748313	-0.097896524	0.0640095	0.17973496	-0.1168321	-0.07059347	-0.0108341435	-0.119211115	-0.07326028	-0.08404366	-0.036957875	-0.11373304	-0.045312557	0.13121004	-0.003563757
0.12940544	-0.023299757	0.11081188	-0.06393682	-0.116900645	0.122946456	0.16786237	0.16089937	0.06892873	0.12368516	0.16927661	0.11521738	-0.2488214	-0.17730007	-0.076398715	0.18245393
-0.005127675	0.03665491	-0.03720563	-0.030636353	0.047253273	-0.025495611	0.018609237	0.109798454	-0.026255056	-0.03308892	0.004753562	0.056276344	-0.12920217	-0.0680244	0.03505134	0.051023033
0.10683373	-0.03545554	0.091123335	-0.15258133	-0.1382035	0.09505809	0.11147778	0.14694582	0.071564	0.043024693	0.17848752	0.16446327	-0.20632564	-0.16767144	-0.07534896	0.11688648
-0.073753916	0.22691698	-0.13721806	0.08013613	0.12762564	-0.11811263	-0.06273208	-0.090268224	-0.111097105	-0.12174172	0.006624864	-0.08502672	-0.12824155	0.015431918	0.07628411	-0.10334879
0.0811957	0.100633055	-0.08230884	-0.07709912	-0.072713725	-0.019173138	0.06770472	0.13858353	-0.014821003	-0.028300539	0.12212136	0.0650592	-0.24165344	-0.15603957	0.04679701	0.05206787
-0.015218127	0.113067925	-0.054210506	0.017057318	0.045139506	-0.10032408	-0.0026778562	0.09383977	-0.09866895	-0.1290462	0.07253771	-0.0090062665	-0.16749337	-0.07356625	0.062795065	-0.046659753
0.08451252	-0.057863895	0.043863084	-0.08450052	-0.078455	0.057798006	0.13736318	0.14715773	0.027972033	0.060888764	0.15096962	0.091428235	-0.15833962	-0.09926176	0.0033307616	0.111777574
0.11878635	0.006213649	0.04683381	-0.042077884	0.031095386	0.039816506	0.06686803	0.059341647	0.058206294	0.06234854	0.036618322	0.084905274	-0.2243407	-0.14251454	-0.016842216	0.042637266
-0.031627867	0.11475556	-0.031054307	0.04185694	0.03907555	-0.043684706	0.012262088	0.06325327	-0.1203398	-0.044833228	0.029084045	0.018034596	-0.15920372	-0.026767848	0.083154894	-0.07004026
0.0613818	0.1274283	-0.046334673	0.008703568	0.008303352	0.015291982	0.07694413	0.12249204	-0.021456223	-0.07086904	0.094927095	0.042230118	-0.15312243	-0.08250312	0.06754072	0.024048274
0.19263414	-0.10059498	0.1067006	-0.10486913	-0.15047741	0.14286539	0.16576676	0.2063775	0.12089436	0.09606769	0.14244576	0.2250924	-0.20636038	-0.22321162	-0.14972562	0.1978519
-0.21483141	0.320177	-0.3033664	0.2143632	0.31872004	-0.25524947	-0.27813065	-0.25808936	-0.30570537	-0.25345427	-0.22424497	-0.29523435	0.13867548	0.21104816	0.31907943	-0.21328047
0.012826647	0.07077227	0.021402955	0.005695425	0.0074418653	0.014265398	0.042667884	0.072914064	0.000979627	-0.019777482	0.05260464	-0.019086413	-0.1942554	-0.11352956	0.030235402	0.075040825
